commentid,contents,point,username,profile,profileStatus,photoCnt,likeCnt,kakaoMapUserId,photoList,ownerReply,strengths,userCommentCount,userCommentAverageScore,myStorePick,level,date,isMy,isBlock,isEditable,isMyLike,thumbnail,booking,target,preprocessed_comment
4451181,비싸긴한데 분위기 좋고 안주 진짜맛있어요.가까우면 자주갈텐데..,5,리링,http://th-p.talk.kakao.co.kr/th/talkp/wkme5ceIA8/qQtykEPyk7pwZHngpKmEB1/xz6sbm.jpg,S,0,0,706438374,[],{},,33,2.6,False,"{'nowLevel': 14, 'badge': '02'}",2021.10.15.,False,False,False,False,,,0,비싸긴한데 분위기 좋고 안주 진짜맛있어요가까우면 자주갈텐데
3831580,"음식이 맛있다거나 가격이 저렴한 건 아닌데, 강남 주말 저녁 시간에 웨이팅 없이 들어갈 수 잇는 곳이라 3점 드려여",3,방구대장,http://t1.daumcdn.net/local/kakaomapPhoto/profile/7ceb1cf7bc5ae59742b2e1990df46e73a6677aa8?original,S,0,1,1037466792,[],{},,28,2.5,False,"{'nowLevel': 17, 'badge': '02'}",2021.06.22.,False,False,False,False,,,1,음식이 맛있다거나 가격이 저렴한 건 아닌데 강남 주말 저녁 시간에 웨이팅 없이 들어갈 수 잇는 곳이라 점 드려여
3818948,주문하다가 나왔어요. 입구에선 주방이 열었다고해서 들어갔는데 주문 받으시는 분이 너무 퉁명하게 안된다고 얘기하셔서 아내가 기분이 상했어요,2,Won Dong,http://k.kakaocdn.net/dn/0Os0F/btquKe980o8/CpnPknMGBwbLKWb4KWjRNK/img_640x640.jpg,S,0,1,1249879226,[],{},,5,4.4,False,"{'nowLevel': 6, 'badge': '01'}",2021.06.20.,False,False,False,False,,,2,주문하다가 나왔어요 입구에선 주방이 열었다고해서 들어갔는데 주문 받으시는 분이 너무 퉁명하게 안된다고 얘기하셔서 아내가 기분이 상했어요
3350686,룸 형식이라 모임하기 딱 조아요,4,스님,http://t1.daumcdn.net/local/kakaomapPhoto/profile/299c31149e1a706520d30f5ba95fab7f006d6aef?original,S,1,1,758404485,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/6fc9dec251a13b4cae98b1696eb5099eb5b48bb4?original', 'near': False}]",{},,795,4.0,False,"{'nowLevel': 63, 'badge': '04'}",2021.03.28.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/6fc9dec251a13b4cae98b1696eb5099eb5b48bb4?original,,0,룸 형식이라 모임하기 딱 조아요
3266975,별로,1,이종찬,,S,0,1,936383888,[],{},,9,3.7,False,"{'nowLevel': 4, 'badge': '01'}",2021.03.19.,False,False,False,False,,,2,별로
3146291,여기 모임하기 딱좋음 굿,5,송지민,,S,0,0,1639809239,[],{},,2,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2021.02.24.,False,False,False,False,,,0,여기 모임하기 딱좋음 굿
2930256,맛있게먹었어요 룸이라 편해요 굿굿,5,김피뤼,http://k.kakaocdn.net/dn/doyBXK/btqANDWiSSt/KWcDT4Jz62IGSdAN9xLus0/img_640x640.jpg,S,2,0,1256805148,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/6192680560bf8e20f8a181f5519aa72af5132bb63e04a5c03232f52473a7fec2', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/f8670d75dc9a02de330d1840c52f579e86e315450852b6694cd78263fe91a76f', 'near': False}]",{},,11,5.0,False,"{'nowLevel': 6, 'badge': '01'}",2021.01.12.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/6192680560bf8e20f8a181f5519aa72af5132bb63e04a5c03232f52473a7fec2,,0,맛있게먹었어요 룸이라 편해요 굿굿
2926958,"규모만큼이나 넓고
편안한자리주셔서
잘놀다갑니다",5,규환,https://p.kakaocdn.net/th/talkp/wnZ4CVKbY8/WSfoSbysOjpTokvd4uAxKk/t6ha5z_640x640_s.jpg,S,0,1,1514903872,[],{},,8,5.0,False,"{'nowLevel': 3, 'badge': '01'}",2021.01.11.,False,False,False,False,,,0,규모만큼이나 넓고편안한자리주셔서잘놀다갑니다
1521918,"○○○○
결제가 잘못 돼서 전화했더니 바빠서 끊는다고 하고
굳이 집 근처까지 갔다가 결제 정정하러 왔더니 내가 잘못한것마냥 대함ㅋㅋ
여기 가시는 분들 영수증 그 자리에서 꼭 확인하세요 ㅋㅋ",1,최홍은,http://th-p.talk.kakao.co.kr/th/talkp/wkGXpn7dlt/MWTJM2GMK6egpxbofyb7q0/tdzehh.jpg,S,0,2,681425132,[],{},,42,4.1,False,"{'nowLevel': 23, 'badge': '02'}",2020.02.08.,False,False,False,False,,,2,결제가 잘못 돼서 전화했더니 바빠서 끊는다고 하고굳이 집 근처까지 갔다가 결제 정정하러 왔더니 내가 잘못한것마냥 대함ㅋㅋ여기 가시는 분들 영수증 그 자리에서 꼭 확인하세요 ㅋㅋ
1332668,싸가지좀..,1,김맛집,http://t1.daumcdn.net/local/kakaomapPhoto/profile/c93c2ef31776017e4c0a8c53032c0b19c0f324cc?original,S,0,2,770740679,[],{},,17,2.8,False,"{'nowLevel': 8, 'badge': '01'}",2019.12.14.,False,False,False,False,,,2,싸가지좀
877442,룸이 있어 조용히 술마시기 좋음. 규모가 커서 왠만함 자리있을듯. ,4,H,http://t1.daumcdn.net/local/kakaomapPhoto/profile/48122811c95bbc802b6d525f97a08b9debaa9a5a?original,S,0,0,474680679,[],{},,627,4.0,False,"{'nowLevel': 56, 'badge': '03'}",2018.04.29.,False,False,False,False,,,0,룸이 있어 조용히 술마시기 좋음 규모가 커서 왠만함 자리있을듯 
79700,"맛 괜찮았어요 가게 분위기도 좋구요
직원분도 너무 친절하세요
치마입은 여자분들위해 무릎담요도 갔다주시고 매너 센스 굳귣!!",5,🥺💕,http://t1.daumcdn.net/local/kakaomapPhoto/profile/2a1ef70f4e7dc57a6a98d4d06a86c049a20aed40?original,S,0,0,486522698,[],{},,2,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2018.03.03.,False,False,False,False,,,0,맛 괜찮았어요 가게 분위기도 좋구요직원분도 너무 친절하세요치마입은 여자분들위해 무릎담요도 갔다주시고 매너 센스 굳귣
76814,여기 평점... 신뢰도가 떨어지네요 ㅠ 보통 이런 리뷰 안쓰는데 여기서 마신 생아사히맥주의 맛 때문에 글을 안남길수가 없네요. 지금 할인행사하고 있어서 시켜 마셨는데 절대 아사히 아닌 것 같습니다.. 그냥 일반 밀맥주를 아사히잔에 채운느낌.. 그리고 참치회도 가격대비 너무 별로였구요. 그나마 떡볶이랑 오꼬노미야끼가 괜찮았는데 가격대비 맛은 보통이었습니다..,1,wers,http://th-p.talk.kakao.co.kr/th/talkp/wkLlUkhwAG/YlB94Ghxt8ftxnFRlYJUS0/6r8keq.jpg,S,0,1,729920503,[],{},,21,3.2,False,"{'nowLevel': 10, 'badge': '01'}",2018.02.27.,False,False,False,False,,,2,여기 평점 신뢰도가 떨어지네요 ㅠ 보통 이런 리뷰 안쓰는데 여기서 마신 생아사히맥주의 맛 때문에 글을 안남길수가 없네요 지금 할인행사하고 있어서 시켜 마셨는데 절대 아사히 아닌 것 같습니다 그냥 일반 밀맥주를 아사히잔에 채운느낌 그리고 참치회도 가격대비 너무 별로였구요 그나마 떡볶이랑 오꼬노미야끼가 괜찮았는데 가격대비 맛은 보통이었습니다
858155,"회가... 맛있었음
웬만한 횟집보다 맛있었음",4,공과장,http://t1.daumcdn.net/local/kakaomapPhoto/profile/660c8682c19e8d48ec228985f2ef983e95e6dfcda4448ce0aabf42c3143d5389,S,1,0,401337384,"[{'url': 'https://t1.daumcdn.net/local/review_placeapp/btqgRCK3OV3_18XLvp64T0BSvOdmniGUZ1_img.jpg', 'near': False}]",{},,485,3.5,False,"{'nowLevel': 48, 'badge': '03'}",2017.07.11.,False,False,False,False,https://t1.daumcdn.net/local/review_placeapp/btqgRCK3OV3_18XLvp64T0BSvOdmniGUZ1_img.jpg,,0,회가 맛있었음웬만한 횟집보다 맛있었음
10510155,"최고의 해장음식
그만 올라라 🙌",5,🐑,http://t1.daumcdn.net/local/kakaomapPhoto/profile/dfd047e23f890b6b78f540e30454a975b2e2adb5?original,S,2,0,298531043,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/64be1ae79ea7c499613e574b401e2014051d3445?original', 'near': True}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/6508b7aad71ca8f0e877ded87132d13fdbbb8113?original', 'near': True}]",{},,71,3.7,False,"{'nowLevel': 23, 'badge': '02'}",2024.08.12.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/64be1ae79ea7c499613e574b401e2014051d3445?original,,0,최고의 해장음식그만 올라라 
10750863,물냉만 먹음,4,Ray,https://p.kakaocdn.net/th/talkp/wmmUacjOOC/fxvPc2OBZfvMz1xVoZyYf1/0cq7v6_640x640_s.jpg,S,0,0,1472039981,[],{},"[{'id': 5, 'name': '맛'}]",42,2.7,False,"{'nowLevel': 16, 'badge': '02'}",2024.08.11.,False,False,False,False,,,0,물냉만 먹음
10685463,"거냉&hellip;! 을 시키는 것이 참 중요한 집이죠.. 
처음 가서 물냉면 시켰을때와는 차원이 다른 맛입니다.. 
가격이 좀 있지만 양이 많습니다 그래서인지 다른 평양냉면 집에 비해 가성비 가심비 모두 좋다고 느껴집니다 ㅎㅎ
녹두전은 처음 먹은 뒤로 굳이 주문하지 않습니다..
건물 주차가 편해서 근처 지나가다가 가볒게 들르기 참 좋습니다 
직원분들이 불친절하신건 아닌데 사람이 많아서인지 굉장히 분주하셔 정신이 좀 없는게 살짝 아쉬운 점입니다..",5,푸른진달래한송이,http://t1.daumcdn.net/local/kakaomapPhoto/profile/f47fdf8027b5fdafa26de309a4a5333b53ce7c25?original,S,1,0,2017572866,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/837bc066bb5b949b77b40aeac8a3f5292a8f3593?original', 'near': True}]",{},"[{'id': 5, 'name': '맛'}, {'id': 1, 'name': '가성비'}, {'id': 4, 'name': '주차'}]",8,4.8,False,"{'nowLevel': 9, 'badge': '01'}",2024.08.02.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/837bc066bb5b949b77b40aeac8a3f5292a8f3593?original,,0,거냉 을 시키는 것이 참 중요한 집이죠 처음 가서 물냉면 시켰을때와는 차원이 다른 맛입니다 가격이 좀 있지만 양이 많습니다 그래서인지 다른 평양냉면 집에 비해 가성비 가심비 모두 좋다고 느껴집니다 ㅎㅎ녹두전은 처음 먹은 뒤로 굳이 주문하지 않습니다건물 주차가 편해서 근처 지나가다가 가볒게 들르기 참 좋습니다 직원분들이 불친절하신건 아닌데 사람이 많아서인지 굉장히 분주하셔 정신이 좀 없는게 살짝 아쉬운 점입니다
10674071,"10년넘게 강남점만 다닙니다.
비싸지만..
여기 냉면 아니면 못먹음
1점을 뺀 이유는 예전에는 안그랬던 것 같은데
갈 수록 날마다 육수의 편차가 있는 느낌.
녹두전 맛있어용",4,한반도,http://t1.daumcdn.net/local/kakaomapPhoto/profile/712952b488697ac192d254aee824b5b3dd6c66a5?original,S,1,0,1497670106,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/15d3e5b3a7b619df75d09d90a1235c04610a523d?original', 'near': True}]",{},"[{'id': 5, 'name': '맛'}, {'id': 2, 'name': '친절'}, {'id': 4, 'name': '주차'}]",7,4.4,False,"{'nowLevel': 8, 'badge': '01'}",2024.08.01.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/15d3e5b3a7b619df75d09d90a1235c04610a523d?original,,0,년넘게 강남점만 다닙니다비싸지만여기 냉면 아니면 못먹음점을 뺀 이유는 예전에는 안그랬던 것 같은데갈 수록 날마다 육수의 편차가 있는 느낌녹두전 맛있어용
10669962,생각보다 회전율이 빨라서 오래 기다리지 않아도 돼요! 가격대가 좀 있고 엄청나게 맛있지는 않지만 또 가고 싶은 곳&hellip;🤍 직원분들도 너무 친절하셔요!! ,5,윤희영,https://p.kakaocdn.net/th/talkp/woWdILMwoh/jfo27myf6fvv5GCsrrenZK/o83mz4_640x640_s.jpg,S,1,0,1562669761,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/293b2a8d95f6870944877fdd2999c388f1b2839f?original', 'near': True}]",{},,19,5.0,False,"{'nowLevel': 15, 'badge': '02'}",2024.08.01.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/293b2a8d95f6870944877fdd2999c388f1b2839f?original,,0,생각보다 회전율이 빨라서 오래 기다리지 않아도 돼요 가격대가 좀 있고 엄청나게 맛있지는 않지만 또 가고 싶은 곳 직원분들도 너무 친절하셔요 
10662504,면 두껍고 맛도 없고 왜 후기 좋은지 이해가 안 가네요 카카오맵의 신뢰도가 떨어짐 차라리 교대역에 있는 함흥냉면집이 백배는 맛있음 가격도 둘이 비슷 전도 사이즈 진짜 작음 전만 먹을만함,1,호호짱,http://th-p.talk.kakao.co.kr/th/talkp/wk6ZzFMXUo/2i1K0Icx92arsPEukW0tPK/l899ab.jpg,S,0,0,1058191014,[],{},,22,3.5,False,"{'nowLevel': 14, 'badge': '02'}",2024.07.30.,False,False,False,False,,,2,면 두껍고 맛도 없고 왜 후기 좋은지 이해가 안 가네요 카카오맵의 신뢰도가 떨어짐 차라리 교대역에 있는 함흥냉면집이 백배는 맛있음 가격도 둘이 비슷 전도 사이즈 진짜 작음 전만 먹을만함
10558745,"(평양냉면 초짜)
평양냉면 처음 먹어봤는데 맛있어요...
평양냉면은 밍밍하다 라는 이미지였는데
그 밍밍한 육수에서 은은한 고기육수맛이 매력적 입니다.
또 찾을 것 같아요. 비냉보다 물냉이 개인적으로 더 맛있었습니다.

단 가격이 조금 비싸다는 생각이 잊혀지지 않습니다.",4,귀여운팽도리,http://t1.daumcdn.net/local/kakaomapPhoto/profile/480d88c6c4a04d8547aa8a076228eab175443ea4?original,S,1,0,1239264803,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/ae8c48eabfeb913876ed220097ef7ecf7fd0a0ed?original', 'near': True}]",{},"[{'id': 5, 'name': '맛'}]",9,3.3,False,"{'nowLevel': 14, 'badge': '02'}",2024.07.16.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/ae8c48eabfeb913876ed220097ef7ecf7fd0a0ed?original,,0,평양냉면 초짜평양냉면 처음 먹어봤는데 맛있어요평양냉면은 밍밍하다 라는 이미지였는데그 밍밍한 육수에서 은은한 고기육수맛이 매력적 입니다또 찾을 것 같아요 비냉보다 물냉이 개인적으로 더 맛있었습니다단 가격이 조금 비싸다는 생각이 잊혀지지 않습니다
10494749,평양냉면을 10년 이상동안 먹고 있지만 여전히 맛있는 평냉집이다 수육 또한 굉장히 질 좋은 고기를 사용하여 맛이 아주 좋다! 맛만 안변한다면 평생 가고 싶은 평냉집,5,팩트로만 조집니다,,S,0,0,988129549,[],{},"[{'id': 5, 'name': '맛'}, {'id': 2, 'name': '친절'}]",5,3.6,False,"{'nowLevel': 3, 'badge': '01'}",2024.07.06.,False,False,False,False,,,0,평양냉면을 년 이상동안 먹고 있지만 여전히 맛있는 평냉집이다 수육 또한 굉장히 질 좋은 고기를 사용하여 맛이 아주 좋다 맛만 안변한다면 평생 가고 싶은 평냉집
10426125,공간도 넓고 냉면도 맛있어요!,5,아침밥,http://t1.daumcdn.net/local/kakaomapPhoto/profile/66bbdcc2a86238ccf987c9e88de6d1091af09122?original,S,0,0,369054776,[],{},,8,4.0,False,"{'nowLevel': 8, 'badge': '01'}",2024.06.26.,False,False,False,False,,,0,공간도 넓고 냉면도 맛있어요
10423489,"가격이...ㅠㅠ
맛은 정말 괜찮다고 봅니다!
이름값 하는 을밀대!!",4,맛집여행가,https://p.kakaocdn.net/th/talkp/woSiSrxYQY/pNskq64ft2bg65pZIJ9Ghk/1j79yp_640x640_s.jpg,S,0,0,1324261633,[],{},"[{'id': 5, 'name': '맛'}, {'id': 2, 'name': '친절'}]",5,3.8,False,"{'nowLevel': 3, 'badge': '01'}",2024.06.25.,False,False,False,False,,,0,가격이ㅠㅠ맛은 정말 괜찮다고 봅니다이름값 하는 을밀대
10412116,"더운여름이면 생각나는 평양냉면 
예전에 대흥동 본점을 자주 갔지만 다른곳으로 발령나서 여기로 오게 되었어요  주말 저녁즘 갔는데 사람 겁니 많네요 ㅋㅋㅋㅋ 
을밀대가 좋은점은 브레이크 타임 없는게 제일 좋아요 ㅋㅋㅋ 맛은 두말할것 없이 좋구요 물가 믾이 올라 비싸기는 하지만 ㅠㅠ 여름이면 너만 생각 난다고 ㅋㅋㅋㅋ",5,이현호,https://p.kakaocdn.net/th/talkp/wnHdYW3nsI/VN6kycPMRNkmJn8XsxkSs0/6m2mf2_640x640_s.jpg,S,1,0,547307669,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/3f124de09e2215d0a83e5b8b22fa82191eb94baa?original', 'near': False}]",{},"[{'id': 5, 'name': '맛'}, {'id': 2, 'name': '친절'}, {'id': 3, 'name': '분위기'}, {'id': 4, 'name': '주차'}]",119,4.0,False,"{'nowLevel': 37, 'badge': '03'}",2024.06.23.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/3f124de09e2215d0a83e5b8b22fa82191eb94baa?original,,0,더운여름이면 생각나는 평양냉면 예전에 대흥동 본점을 자주 갔지만 다른곳으로 발령나서 여기로 오게 되었어요  주말 저녁즘 갔는데 사람 겁니 많네요 ㅋㅋㅋㅋ 을밀대가 좋은점은 브레이크 타임 없는게 제일 좋아요 ㅋㅋㅋ 맛은 두말할것 없이 좋구요 물가 믾이 올라 비싸기는 하지만 ㅠㅠ 여름이면 너만 생각 난다고 ㅋㅋㅋㅋ
10372313,마포 본점과 면 빼고 다름. 특히 육수는 왜 냄새가 나는지 모르겠음. 수육은 시키지마세요.,2,전국맛도락,http://t1.daumcdn.net/local/kakaomapPhoto/profile/31c3333531e37f428975662be5f454b55ed54501?original,S,1,2,384604184,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/26e9a125eb8ad8d1f7c766c6ad0a6688150cf721?original', 'near': True}]",{},,42,3.2,False,"{'nowLevel': 20, 'badge': '02'}",2024.06.18.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/26e9a125eb8ad8d1f7c766c6ad0a6688150cf721?original,,2,마포 본점과 면 빼고 다름 특히 육수는 왜 냄새가 나는지 모르겠음 수육은 시키지마세요
10298332,거칠고 살짝 쫄깃한 면과 적당히 진한 국물인데 개인적으로 가장 취향에 맞는 평양냉면. 양 많이 달라고 하면 많이 주신다. 지점마다 맛이 다른데 가본 곳들 중에선 여기가 가장 맛있었음.,5,꼴라꼼,,S,0,0,3283217440,[],{},,48,3.6,False,"{'nowLevel': 18, 'badge': '02'}",2024.06.08.,False,False,False,False,,,0,거칠고 살짝 쫄깃한 면과 적당히 진한 국물인데 개인적으로 가장 취향에 맞는 평양냉면 양 많이 달라고 하면 많이 주신다 지점마다 맛이 다른데 가본 곳들 중에선 여기가 가장 맛있었음
10258920,"가격이 많이 올랐네요 
그래도 맛집은 맞아요~^^ 
녹두전에 평냉은 생각납니다 ",4,minimini 맛집만 평가할래,http://t1.daumcdn.net/local/kakaomapPhoto/profile/3cb09f3122085a570700503b5f225a3623ef2256?original,S,0,0,1044140140,[],{},,387,4.5,False,"{'nowLevel': 68, 'badge': '04'}",2024.06.03.,False,False,False,False,,,0,가격이 많이 올랐네요 그래도 맛집은 맞아요 녹두전에 평냉은 생각납니다 
10206093,가격은 비싸지만 이만한 평양 냉면은 없는 것 같네요.,5,구름,http://t1.daumcdn.net/local/kakaomapPhoto/profile/24e1f1ccd1a7531861b15a1172d9b9281cf7a90d?original,S,1,0,418470907,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/ef34a2b70e46631ab9eca9fea4b2b8cf240a173c?original', 'near': False}]",{},"[{'id': 5, 'name': '맛'}, {'id': 2, 'name': '친절'}, {'id': 3, 'name': '분위기'}]",222,3.4,False,"{'nowLevel': 39, 'badge': '03'}",2024.05.26.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/ef34a2b70e46631ab9eca9fea4b2b8cf240a173c?original,,0,가격은 비싸지만 이만한 평양 냉면은 없는 것 같네요
10193521,"와 이건 아니지 싶은 맛 ..
배달 하는거부터 알아봤지만 면 육수 다 따로 놀고 슴슴한게 아니라 밍밍하면서 뭔가 많이 부족하다.

평냉을 급하게 먹고싶어도 여긴 아니지 않나 싶다 ..
이맛에 이가격이라니..",1,왠만해선 맛으로만 논합니다,http://t1.daumcdn.net/local/kakaomapPhoto/profile/1aca599bd363dbc7b8d1cc7ae43c54c5ab7da76e?original,S,1,0,771032310,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/616af10c4636e2800dcfe1b3bb2cb6daca1830be?original', 'near': True}]",{},,275,3.8,False,"{'nowLevel': 53, 'badge': '03'}",2024.05.25.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/616af10c4636e2800dcfe1b3bb2cb6daca1830be?original,,2,와 이건 아니지 싶은 맛 배달 하는거부터 알아봤지만 면 육수 다 따로 놀고 슴슴한게 아니라 밍밍하면서 뭔가 많이 부족하다평냉을 급하게 먹고싶어도 여긴 아니지 않나 싶다 이맛에 이가격이라니
10182889,평양냉면 굿. 가격이 비싼건 흠,4,댄트롤,http://t1.daumcdn.net/local/kakaomapPhoto/profile/ce3fae2fe45636e3bdcf78cc880175e6b830cb56?original,S,0,0,1810305981,[],{},"[{'id': 5, 'name': '맛'}, {'id': 3, 'name': '분위기'}]",61,3.3,False,"{'nowLevel': 22, 'badge': '02'}",2024.05.23.,False,False,False,False,,,0,평양냉면 굿 가격이 비싼건 흠
10181696,"예전에 갔다가 최악이라 맵에서 지웠다가, 혹시나해서 다시 가봤으나 역시 참패&hellip;. 그동안 알바써서 평점 좀 높아졌네요?  ㅠㅠ 내 아까운 16000원.. 내 뇌 망각을 탓해야지 ",1,감자물개,http://t1.daumcdn.net/local/kakaomapPhoto/profile/cf8562737c70256f48d6db762436090fca89c475?original,S,0,1,1137969534,[],{},,235,3.3,False,"{'nowLevel': 41, 'badge': '03'}",2024.05.23.,False,False,False,False,,,2,예전에 갔다가 최악이라 맵에서 지웠다가 혹시나해서 다시 가봤으나 역시 참패 그동안 알바써서 평점 좀 높아졌네요  ㅠㅠ 내 아까운 원 내 뇌 망각을 탓해야지 
10145282,육수 깊은 맛이 잘 느껴져서 맛있게 먹었습니다,5,잘먹고살자,http://t1.daumcdn.net/local/kakaomapPhoto/profile/f06bd3d219b78c11496abe47219fd83a34d585ac?original,S,0,0,2077225678,[],{},"[{'id': 5, 'name': '맛'}]",7,5.0,False,"{'nowLevel': 3, 'badge': '01'}",2024.05.17.,False,False,False,False,,,0,육수 깊은 맛이 잘 느껴져서 맛있게 먹었습니다
10121381,평양냉면  말해 뭐합니까 가슴이 시원해집니다,5,마상철,http://th-p.talk.kakao.co.kr/th/talkp/wkkDrHZv4m/QbfvX4uXfRpq0YE5jHB99k/emj08a.jpg,S,0,0,292367484,[],{},,8,3.9,False,"{'nowLevel': 4, 'badge': '01'}",2024.05.14.,False,False,False,False,,,0,평양냉면  말해 뭐합니까 가슴이 시원해집니다
10007770,"친절하세요. 맛도 괜찮고요.
얼음빼고 육수만 넣어달라고하세요.

평점이 이렇게 낮을정도는 아닌 것 같습니다.",5,슈퍼방랑자,http://t1.daumcdn.net/local/kakaomapPhoto/profile/823378272c7fe0b193d9db24b8aa7b3b3192cc07?original,S,3,0,666715724,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/5b0d1597b1522ad71c9b02c012f5336b70f88ecc?original', 'near': True}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/8d3d11dd769dc40a0263d629ddc7bfced3fe6662?original', 'near': True}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/19a7d3fced86117945a9809c7345abd2ec82225e?original', 'near': True}]",{},"[{'id': 5, 'name': '맛'}, {'id': 2, 'name': '친절'}]",125,4.0,False,"{'nowLevel': 36, 'badge': '03'}",2024.04.28.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/5b0d1597b1522ad71c9b02c012f5336b70f88ecc?original,,0,친절하세요 맛도 괜찮고요얼음빼고 육수만 넣어달라고하세요평점이 이렇게 낮을정도는 아닌 것 같습니다
9829747,"본점을 주로 다녔는데
강남점도 맛있고 직원분들이 친절하셔서 좋았어요!",5,Eileen,http://t1.daumcdn.net/local/kakaomapPhoto/profile/ee04eb1fd483eb3c03d3da3f9a62db489fc90e94?original,S,1,0,1389170870,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/1457a2534fdd869cfc882b3053933a4077a2380b?original', 'near': False}]",{},"[{'id': 5, 'name': '맛'}, {'id': 2, 'name': '친절'}]",17,5.0,False,"{'nowLevel': 16, 'badge': '02'}",2024.03.31.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/1457a2534fdd869cfc882b3053933a4077a2380b?original,,0,본점을 주로 다녔는데강남점도 맛있고 직원분들이 친절하셔서 좋았어요
9812072,평양냉면 ,4,고마워,http://k.kakaocdn.net/dn/orayq/btrGgoGbFM0/tP6HKpwiSFtwzeSwEDuh31/img_640x640.jpg,S,0,0,1091370408,[],{},"[{'id': 5, 'name': '맛'}]",1,4.0,False,"{'nowLevel': 2, 'badge': '01'}",2024.03.28.,False,False,False,False,,,0,평양냉면 
9609927,오늘 화장실 비번 안보고 와서 빠꾸하려던 저에게 비번 외쳐주신 을밀대 이모님 사랑해요,5,쏘그미,http://t1.daumcdn.net/local/kakaomapPhoto/profile/cebad9d50d9b2ffe053ec85006d4b551368d3bf6?original,S,0,1,1445169298,[],{},"[{'id': 2, 'name': '친절'}]",2,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2024.02.25.,False,False,False,False,,,0,오늘 화장실 비번 안보고 와서 빠꾸하려던 저에게 비번 외쳐주신 을밀대 이모님 사랑해요
9294934,위치 괜찮고 면 느낌이 좋아요,4,맛없으면 못참아,http://t1.daumcdn.net/local/kakaomapPhoto/profile/01154b8753db00c7b99361720358f3c18a506d33?original,S,0,0,1138293004,[],{},"[{'id': 5, 'name': '맛'}]",17,3.9,False,"{'nowLevel': 12, 'badge': '02'}",2024.02.19.,False,False,False,False,,,0,위치 괜찮고 면 느낌이 좋아요
9330379,"후기를 믿었어야 했는데..
냉면은 진짜 육수랑 면수랑 섞은건지.. 육수가 다른 을밀대점포랑 너무 많이 다름
녹두전은 기름에 절은 맛..
김치만 맛있음",1,베짱이,http://t1.daumcdn.net/local/kakaomapPhoto/profile/2591adcd54e267d983e9b2a2017ad82dfa2cca72?original,S,2,0,482898571,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/c5ef48c756a998b8e3f3fe64a0e8110723e11331?original', 'near': True}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/43238a9c11c23cf86b1d3c5671ed37df953cba61?original', 'near': True}]",{},,16,3.6,False,"{'nowLevel': 13, 'badge': '02'}",2024.01.14.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/c5ef48c756a998b8e3f3fe64a0e8110723e11331?original,,2,후기를 믿었어야 했는데냉면은 진짜 육수랑 면수랑 섞은건지 육수가 다른 을밀대점포랑 너무 많이 다름녹두전은 기름에 절은 맛김치만 맛있음
